Latitude,Longitude,Elevation,Rainfall,Fault_Distance,Population_Density,Vegetation_Density,Risk_Level_0,Risk_Level_1,Risk_Level_2
-0.8905246258324471,119.81579128804884,-1.5759368627342225,1.4744511649371268,0.5729203309499326,-0.5169069197413111,-1.312197047291296,1.0,0.0,0.0
-0.9065613931009938,119.82655713193014,-0.4114156968743895,-0.0735126733037866,1.613808126407017,-0.5801781924696704,-1.3679123431995572,1.0,0.0,0.0
-0.8866654483420326,119.83488670669465,0.22762480954520767,-0.03244950784754931,1.708939910307484,-1.1330828371072652,1.714068894154481,1.0,0.0,0.0
-0.8740341039585087,119.8725897303166,-1.5454302937123925,0.2812434309559971,1.4764834754574563,1.1655337414446083,-1.4629270084889834,1.0,0.0,0.0
-0.8988832695168564,119.86719965082972,-1.3833378904391207,1.4540520314008765,0.4752066668435823,-0.6456064404046784,-1.6725489199627683,1.0,0.0,0.0
-0.8756543611836751,119.87474265463122,1.2005503764171868,1.3016598602820906,1.1435713465414499,-0.2408140932902884,0.7374023931104257,1.0,0.0,0.0
-0.9185998525956324,119.8280414737766,-0.4845223683473743,-0.10181676949929935,-0.11611978277862228,1.5034598571528912,1.284564345294582,1.0,0.0,0.0
-0.9063074184905808,119.87730104653583,-0.8709285336661694,0.32467833824991654,0.8825655535274007,-0.1444692007266503,0.7844622680474679,1.0,0.0,0.0
-0.9144231413696656,119.8295771757925,-1.2262278337098604,-0.7762652339021832,0.3898977389502998,0.821855691851929,-0.7637556844099934,1.0,0.0,0.0
-0.9161526335276416,119.82018843778616,1.4537559625787797,1.2394342129751224,0.5170514699143782,0.926109493506612,0.3549129325347622,1.0,0.0,0.0
-0.9373106985038226,119.87894450164764,-1.7155014178600008,0.5166089143205725,-0.3429935058599868,0.3811137579600621,-0.8621974355809394,1.0,0.0,0.0
-0.91761004182466,119.8001399801334,0.652698383074085,1.5149550311970157,-1.392843180720735,-0.6441684569335793,0.9328114032398372,1.0,0.0,0.0
-0.894031775006547,119.8481171618594,-1.4791629809544127,-1.6307985661377973,-1.5753279989571152,0.49471445217688914,0.6155063774240732,1.0,0.0,0.0
-0.9391782590281138,119.82701864191225,0.8903216932041028,-0.8154639508089614,1.2648961920415434,1.6573240885604923,-1.0980890020019054,1.0,0.0,0.0
-0.913654582991882,119.84881915710211,-0.14560457142713903,-0.8720264040870351,1.5698309576518688,-1.061902655287861,1.1951475549258477,1.0,0.0,0.0
-0.939715346121394,119.82850838906676,-1.5144968225505018,-1.1152082743797247,-1.1586290928363658,-0.0675370850228497,1.1765658196481519,1.0,0.0,0.0
-0.8975595565155363,119.81477472287338,-1.421936907488527,-0.79855924397298,-0.3205890718983835,-0.44356976271525816,-0.5615529565499133,1.0,0.0,0.0
-0.93424153755731,119.8961970872696,-1.5723298986183363,0.9976842404700337,0.05918422393913089,0.7082549976351019,-1.432728159738931,1.0,0.0,0.0
-0.8876382082819387,119.85740783228584,0.23053355639503925,1.0014184331554514,1.1912776435749268,-0.8807167379293773,-1.1491239639764084,1.0,0.0,0.0
-0.9390121740209036,119.87767860137276,-0.7883789789649254,-1.674025674279718,-0.6959494163334365,-0.27173073791891855,0.5494567791827101,1.0,0.0,0.0
-0.8615195293409479,119.86240357693704,-1.5065825761081413,-0.06688768339997575,0.7842459154402274,-0.808098572638874,-1.4801944631132198,1.0,0.0,0.0
-0.8662843233462476,119.805571826182,-0.2881219651786229,-1.1392255859315785,-1.6565301690590468,-0.2199633329593518,0.5098364492928651,1.0,0.0,0.0
-0.8835247210862858,119.83224417870572,1.6312629079419643,0.478116114182071,1.4173828703573916,1.3193979728522094,1.0458544321005543,1.0,0.0,0.0
-0.9301698020011864,119.8372906548841,1.5085908031056672,-0.042164810780748296,-1.3015051867329264,0.32359441911609904,0.6600196627057828,1.0,0.0,0.0
-0.8675439738909388,119.86837236794932,1.608354118796346,0.9851455526610989,-1.6985219777857166,0.8441444356539647,-0.3029173579670873,1.0,0.0,0.0
